turbine_id,overall_score,priority,component_scores,turbine_details,recommendations,remaining_fit_years,fit_expiry_date,repowering_window,latitude,longitude,postcode,window_priority
190433,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.623545516769337, 'capacity_mw': 0.005, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.373716632443532,2032-01-04 00:00:00,OPTIMAL,52.107938185285924,1.1625115552919212,IP19,1.0
191006,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.492128678986996, 'capacity_mw': 0.01, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.505133470225872,2032-02-21 00:00:00,OPTIMAL,52.59726407983993,-0.25799986567821054,PE34,1.0
191221,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.60164271047228, 'capacity_mw': 0.005, 'location': 'Fenland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.395619438740589,2032-01-12 00:00:00,OPTIMAL,52.536555939961765,-0.2018137242213734,PE13,1.0
191629,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.52498288843258, 'capacity_mw': 0.01, 'location': 'South Holland - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.4722792607802875,2032-02-09 00:00:00,OPTIMAL,52.57892304379632,-0.2212780514393426,PE12,1.0
191942,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.514031485284052, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.483230663928816,2032-02-13 00:00:00,OPTIMAL,52.55013913372936,-0.2880312354602993,PE36,1.0
192517,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.587953456536619, 'capacity_mw': 0.005, 'location': 'Broadland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.409308692676249,2032-01-17 00:00:00,OPTIMAL,52.59578041289196,1.2749853482405904,NR20,1.0
192525,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.59069130732375, 'capacity_mw': 0.015, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.406570841889117,2032-01-16 00:00:00,OPTIMAL,52.097507554328196,1.1279776513383708,IP13,1.0
192607,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.585215605749486, 'capacity_mw': 0.005, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.412046543463381,2032-01-18 00:00:00,OPTIMAL,52.02109947206921,1.1129468143400851,IP21,1.0
192679,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.582477754962355, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.414784394250513,2032-01-19 00:00:00,OPTIMAL,52.586506965457225,-0.2731253559028562,PE32,1.0
193544,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.741273100616016, 'capacity_mw': 0.011, 'location': 'Charnwood - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.2559890485968515,2031-11-22 00:00:00,OPTIMAL,52.67552471177867,-1.1211351034933743,LE12,1.0
194110,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.618069815195073, 'capacity_mw': 0.006, 'location': 'Great Yarmouth - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.379192334017796,2032-01-06 00:00:00,OPTIMAL,52.67277719356527,1.2601892570377096,NR29,1.0
194160,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.560574948665298, 'capacity_mw': 0.005, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.436687200547571,2032-01-27 00:00:00,OPTIMAL,52.02843963313939,1.1508700522336577,IP14,1.0
194241,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.552361396303901, 'capacity_mw': 0.005, 'location': 'South Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.444900752908967,2032-01-30 00:00:00,OPTIMAL,52.06982497238583,1.1320724344600495,IP22,1.0
194378,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.664613278576317, 'capacity_mw': 0.011, 'location': 'Huntingdonshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.33264887063655,2031-12-20 00:00:00,OPTIMAL,52.55037510458861,-0.24304071863796958,PE28,1.0
194379,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.664613278576317, 'capacity_mw': 0.005, 'location': 'Ashfield - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.33264887063655,2031-12-20 00:00:00,OPTIMAL,52.94414067913311,-1.1083674075957286,NG17,1.0
194593,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.618069815195073, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.379192334017796,2032-01-06 00:00:00,OPTIMAL,52.59110088401718,1.3113737307856304,NR20,1.0
195765,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.59069130732375, 'capacity_mw': 0.015, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.406570841889117,2032-01-16 00:00:00,OPTIMAL,50.689937538977894,-3.5132015842251736,EX22,1.0
195790,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.475701574264203, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.521560574948666,2032-02-27 00:00:00,OPTIMAL,52.078574911509435,1.1375975065392636,IP25,1.0
196161,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.505817932922655, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.491444216290212,2032-02-16 00:00:00,OPTIMAL,52.609782681756364,-0.2743632662400598,PE32,1.0
198719,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.571526351813826, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.425735797399041,2032-01-23 00:00:00,OPTIMAL,52.62092283862014,1.3031736144638675,NR16,1.0
199734,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.71937029431896, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.277891854893908,2031-11-30 00:00:00,OPTIMAL,52.57075980789623,-0.262206585438924,PE32,1.0
200647,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.494866529774127, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.50239561943874,2032-02-20 00:00:00,OPTIMAL,52.673208186481325,1.263094313959517,NR20,1.0
201071,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.568788501026694, 'capacity_mw': 0.011, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.4284736481861735,2032-01-24 00:00:00,OPTIMAL,52.575245072173196,-0.26257118909193033,PE32,1.0
201140,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.560574948665298, 'capacity_mw': 0.005, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.436687200547571,2032-01-27 00:00:00,OPTIMAL,52.10140981453457,1.1498004745570147,IP14,1.0
202203,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.51129363449692, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.485968514715948,2032-02-14 00:00:00,OPTIMAL,52.612459727349446,-0.2642089221003495,PE32,1.0
203257,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.503080082135524, 'capacity_mw': 0.011, 'location': 'Sevenoaks - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.494182067077344,2032-02-17 00:00:00,OPTIMAL,51.09540628038655,0.2291076385818734,TN8 ,1.0
204334,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.492128678986996, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.505133470225872,2032-02-21 00:00:00,OPTIMAL,52.66700782996201,1.2517421926469707,NR20,1.0
205610,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.503080082135524, 'capacity_mw': 0.011, 'location': 'Dover - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.494182067077344,2032-02-17 00:00:00,OPTIMAL,51.29023825540334,1.111163328114525,CT3 ,1.0
210238,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.527720739219713, 'capacity_mw': 0.02, 'location': 'Bedford - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.469541409993155,2032-02-08 00:00:00,OPTIMAL,52.02270906464968,-0.7489903515786789,MK44,1.0
210347,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.492128678986996, 'capacity_mw': 0.005, 'location': 'Gloucester - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.505133470225872,2032-02-21 00:00:00,OPTIMAL,51.84073157211324,-2.2645953185039924,GL2 ,1.0
211676,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.522245037645447, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.4750171115674195,2032-02-10 00:00:00,OPTIMAL,52.612691603425745,1.3028172674812497,NR20,1.0
215215,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.664613278576317, 'capacity_mw': 0.011, 'location': 'Ashford - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.33264887063655,2031-12-20 00:00:00,OPTIMAL,51.13456349824028,0.2929482318179578,TN17,1.0
215267,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.623545516769337, 'capacity_mw': 0.005, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.373716632443532,2032-01-04 00:00:00,OPTIMAL,52.090107285253666,1.1157160191519595,IP19,1.0
215320,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.618069815195073, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.379192334017796,2032-01-06 00:00:00,OPTIMAL,52.07750583531567,1.135501343791928,IP25,1.0
215573,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.464750171115675, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.532511978097194,2032-03-02 00:00:00,OPTIMAL,52.681471101909416,-1.1175382557206799,LE14,1.0
216064,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.60164271047228, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.395619438740589,2032-01-12 00:00:00,OPTIMAL,52.65594495182185,1.29962262424358,NR20,1.0
216730,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.585215605749486, 'capacity_mw': 0.005, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.412046543463381,2032-01-18 00:00:00,OPTIMAL,52.00966499779515,1.193571835145722,IP21,1.0
217205,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.494866529774127, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.50239561943874,2032-02-20 00:00:00,OPTIMAL,52.58421808063779,1.2492902493784837,NR20,1.0
217245,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.585215605749486, 'capacity_mw': 0.011, 'location': 'South Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.412046543463381,2032-01-18 00:00:00,OPTIMAL,52.02448290107439,1.1178033372295362,IP21,1.0
217333,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.494866529774127, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.50239561943874,2032-02-20 00:00:00,OPTIMAL,52.621461250822115,1.285910559089947,NR20,1.0
219114,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.429158110882957, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.568104038329911,2032-03-15 01:00:00,OPTIMAL,52.60545458218893,-0.24526626100620083,PE31,1.0
219135,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.429158110882957, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.568104038329911,2032-03-15 01:00:00,OPTIMAL,52.53374701050576,-0.2677236949166443,PE31,1.0
219194,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.470225872689939, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.52703627652293,2032-02-29 00:00:00,OPTIMAL,52.54174369688108,-0.234546642047065,PE32,1.0
219324,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.426420260095824, 'capacity_mw': 0.005, 'location': 'Mid Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.570841889117043,2032-03-16 01:00:00,OPTIMAL,52.02989957081503,1.195068925985876,IP21,1.0
220274,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.412731006160165, 'capacity_mw': 0.011, 'location': 'Maldon - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.584531143052704,2032-03-21 01:00:00,OPTIMAL,51.724638430178025,0.4728573827486313,CM0 ,1.0
220501,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.418206707734429, 'capacity_mw': 0.01, 'location': 'South Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.579055441478439,2032-03-19 01:00:00,OPTIMAL,52.17836476984703,0.08921580029193987,CB25,1.0
220556,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.4072553045859, 'capacity_mw': 0.005, 'location': 'Tendring - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.590006844626968,2032-03-23 01:00:00,OPTIMAL,51.848538966940126,0.8430040683786145,CO16,1.0
221100,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.560574948665298, 'capacity_mw': 0.01, 'location': 'Fenland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.436687200547571,2032-01-27 00:00:00,OPTIMAL,52.53569173885953,-0.19208089089112546,PE13,1.0
221101,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.560574948665298, 'capacity_mw': 0.01, 'location': 'Fenland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.436687200547571,2032-01-27 00:00:00,OPTIMAL,52.61933998101584,-0.19356435045288417,PE13,1.0
221994,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.399041752224504, 'capacity_mw': 0.011, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.598220396988364,2032-03-26 00:00:00,OPTIMAL,52.10031425351037,1.1461344123234505,IP19,1.0
222428,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.409993155373032, 'capacity_mw': 0.006, 'location': 'Dorset - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.587268993839836,2032-03-22 01:00:00,OPTIMAL,50.72416090042854,-2.468332384857238,DT2 ,1.0
223174,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.541409993155373, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.455852156057495,2032-02-03 00:00:00,OPTIMAL,52.6118753855043,-0.20512892209435535,PE36,1.0
224203,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.522245037645447, 'capacity_mw': 0.011, 'location': 'East Suffolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.4750171115674195,2032-02-10 00:00:00,OPTIMAL,52.092847767848035,1.1720253649729604,IP17,1.0
224456,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.489390828199863, 'capacity_mw': 0.011, 'location': 'North West Leicestershire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.507871321013004,2032-02-22 00:00:00,OPTIMAL,52.67220521898896,-1.166632745406901,LE67,1.0
225495,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.39356605065024, 'capacity_mw': 0.011, 'location': 'Maldon - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6036960985626285,2032-03-28 00:00:00,OPTIMAL,51.69875451967711,0.5025840072128889,CM3 ,1.0
225691,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.39356605065024, 'capacity_mw': 0.005, 'location': 'Broadland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.6036960985626285,2032-03-28 00:00:00,OPTIMAL,52.67553041987683,1.3356099020473184,NR10,1.0
229702,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.470225872689939, 'capacity_mw': 0.005, 'location': 'Breckland - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.52703627652293,2032-02-29 00:00:00,OPTIMAL,52.583924950590124,1.2748638768110938,NR19,1.0
229988,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.585215605749486, 'capacity_mw': 0.0024, 'location': 'Stroud - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.412046543463381,2032-01-18 00:00:00,OPTIMAL,51.855945113790746,-2.2607933703602643,GL6 ,1.0
230014,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.371663244353183, 'capacity_mw': 0.005, 'location': 'Tendring - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.625598904859685,2032-04-05 00:00:00,OPTIMAL,51.894382187360875,0.8426923303842804,CO7 ,1.0
230028,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.357973990417522, 'capacity_mw': 0.01, 'location': 'Blackburn with Darwen - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.639288158795345,2032-04-10 00:00:00,OPTIMAL,52.50998947230086,-1.8968417611544126,BB3 ,1.0
230372,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.319644079397673, 'capacity_mw': 0.01, 'location': 'Herefordshire- County of - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.677618069815195,2032-04-24 00:00:00,OPTIMAL,52.71395367491712,-2.765672713758717,SY8 ,1.0
231997,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.503080082135524, 'capacity_mw': 0.005, 'location': ""King's Lynn and West Norfolk - East of England - England"", 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.494182067077344,2032-02-17 00:00:00,OPTIMAL,52.57454721466419,-0.2536128206084741,PE14,1.0
232781,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.44558521560575, 'capacity_mw': 0.011, 'location': 'North East Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.551676933607118,2032-03-09 00:00:00,OPTIMAL,52.9297762368305,-1.5172304577881957,DE4 ,1.0
233610,0.564,MEDIUM,"{'age_score': 0.3, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 13.431895961670088, 'capacity_mw': 0.011, 'location': 'Cotswold - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}",['Significant capacity upgrade potential with modern turbines'],6.565366187542779,2032-03-14 01:00:00,OPTIMAL,51.855718292138846,-2.2832485684585744,GL54,1.0
